CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Physician ,1,Attending admit note,1,,
Physician ,1,Attending addendum to resident admission note,1,,
Physician ,1,Attending addendum,1,,
Physician ,1,Attending Teaching Physician Note,1,,
Physician ,1,Attending ICU note,1,,
Physician ,1,Attending ICU Event Note,1,,
Physician ,1,Attending Family Meeting,1,,
Physician ,,CVLInsertionReplacementProcedureNote,1,,
Physician ,1,Cardiology Admission Note/ Addendum,1,,
Physician ,1,Cardiology Comprehensive Physician Note - CCU Resi,1,,
Physician ,1,Cardiology Weekend Consult Attending,1,,
Physician ,,Central line placement,1,,
Physician ,,Central Line Revision,1,,
Physician ,,Central Line,1,,
Physician ,1,Caridology Fellow Admission Note/ Addendum,1,,
Physician ,,Cardioversion note,1,,
Physician ,1,Cardiology note,1,,
Physician ,1,Cardiology follow up note,1,,
Physician ,1,Cardiology fellow follow up note,1,,
Physician ,1,Cardiology fellow brief note,1,,
Physician ,1,Cardiology fellow CCU admission note,1,,
Physician ,1,Cardiology fellow CCU Admit note,1,,
Physician ,1,Cardiology fellow Admission Note,1,,
Physician ,1,Cardiology consultation,1,,
Physician ,1,Cardiology Staff,1,,
Physician ,1,Cardiology Comprehensive Physician Note/BACH consu,1,,
Physician ,1,Cardiology Physician Note EP,1,,
Physician ,1,Cardiology ICU Staff,1,,
Physician ,1,Cardiology HVMA staff,1,,
Physician ,1,Cardiology Follow Up,1,,
Physician ,1,Cardiology Fellow Note Addendum,1,,
Physician ,1,Cardiology Fellow CCU Admit addendum,1,,
Physician ,1,Cardiology Fellow Admit Note,1,,
Physician ,1,Cardiology Fellow Admission Note Admission,1,,
Physician ,1,Cardiology Fellow Admission,1,,
Physician ,1,Cardiology Consultation,1,,
Physician ,1,Cardiology Consult Note Initial,1,,
Physician ,1,Cardiology Consult Follow-up,1,,
Physician ,1,Cardiology Consult F/u,1,,
Physician ,1,Attending Event Note- ARREST and GIB,1,,
Physician ,1,Attending Addendum to Resident MICU Admit Note,1,,
Physician ,1,Attending Addendum to Resident Admit Note,1,,
Nutrition,1,Clinical Nutrition Assessment,1,,
Pharmacy,1,Hypertension,1,,
Pharmacy,,Gentamcin in HD,1,,
Pharmacy,,Fosphenytoin,1,,
Pharmacy,,Drug interactions Warfarin,1,,
Pharmacy,,Digibind,1,,
Pharmacy,,Cyclosporine serum levels,1,,
Pharmacy,,Cardiology Fellow Admission Addendum,1,,
Pharmacy,,Bactrim,1,,
Pharmacy,,BP meds,1,,
Pharmacy,,Attg ICU Event Note,1,,
Pharmacy,,Argatroban monitoring,1,,
Pharmacy,,Antibiotics in HD,1,,
Pharmacy,,Analgesia/sedation,1,,
Nursing,,set as error,1,,
Pharmacy,,ICU Attending Addendum,1,,
Nursing,1,admit note,1,,
Nursing,1,acceptance note,1,,
Nursing,1,Nursong Progress Note,1,,
Nursing,1,Nursing discharge note,1,,
Nursing,1,Nursing admit note.,1,,
Nursing,1,Nursing admit,1,,
Nursing,1,Nursing Discharge Note,1,,
Nursing,1,Nursing Admit Note,1,,
Nursing,1,Nursing Admission/Progress Note,1,,
Nursing,1,Nursing 19000 -2250,1,,
Nursing,1,Nursing 1900-2217,1,,
Nursing,1,Nursing 1900-0001,1,,
Nursing,1,Nursing 1900+-0700,1,,
Pharmacy,,Hypertension Agitation Meds,1,,
Pharmacy,1,Intensivist Note,1,,
Physician ,1,Attending Addendum,1,,
Pharmacy,,Vancomycin,1,,
Physician ,1,Attending / Resident Progress Note,1,,
Physician ,1,Attending / Resident Admission Note,1,,
Physician ,,Attempted Percutaneous Tracheostomy,1,,
Physician ,1,Attedning  Note,1,,
Physician ,,Arterial line placement,1,,
Physician ,,Arterial Line Procedure Note,1,,
Physician ,,Arterial Line Placement Note,1,,
Physician ,,Arterial Line Placement,1,,
Physician ,,Arterial Line,1,,
Physician ,1,Addendum to Housestaff Admission Note,1,,
Physician ,1,ADDENDUM TO ASSESSMT/PLAN ADMIT NOTE,1,,
Physician ,,A-line placement,1,,
Pharmacy,,Vancomycin in HD,1,,
Pharmacy,,Sedation/NMBA,1,,
Pharmacy,,Methadone,1,,
Pharmacy,,Sedation Analgesia,1,,
Pharmacy,1,Resident Progress Note,1,,
Pharmacy,,Renal dosing,1,,
Pharmacy,,Quinidine duration,1,,
Pharmacy,,Precedex,1,,
Pharmacy,1,Physician Resident Progress Note,1,,
Pharmacy,,Pharmacy Vancomycin,1,,
Pharmacy,,Pharmacy - Vanco in CRRT,1,,
Pharmacy,,Pharmacy - Sedation/Agitation,1,,
Pharmacy,,Pharmacy - Sedation,1,,
Pharmacy,,Pain Analgesia,1,,
Pharmacy,,Pain Agitation,1,,
Pharmacy,,NF med - diazoxide,1,,
Physician ,,Chest Tube Procedure Note,1,,
Physician ,,Chest tube insertion,1,,
Physician ,1,"Code Blue, Cardiac Arrest, Death",1,,
Physician ,1,ICU Resident Admission Note,1,,
Physician ,,Interventional Cardiology Attending F/U,1,,
Physician ,1,Intensvist note,1,,
Physician ,1,Intensvist,1,,
Physician ,1,Intensivsist note,1,,
Physician ,1,Inpatient Cardiology Consult,1,,
Physician ,1,Initial Cardiology Consultation,1,,
Physician ,,IV Placement with Ultrasound,1,,
Physician ,1,ICU staff,1,,
Physician ,1,ICU resident admission note,1,,
Physician ,1,ICU note - CVI,1,,
Physician ,1,ICU attending Note,1,,
Physician ,1,ICU Team,1,,
Physician ,1,ICU Resident Note,1,,
Physician ,1,ICU Progress Note - family meeting,1,,
Physician ,,L subclavian line placement,1,,
Physician ,,ICU Procedure - Failed Lines,1,,
Physician ,1,ICU Physician Progress Note -- Attending and Resid,1,,
Physician ,1,ICU Physican Note,1,,
Physician ,1,ICU Note - SOB,1,,
Physician ,1,ICU Fellow Transfer Accept Note - MICU attending a,1,,
Physician ,1,ICU Fellow Transfer Accept Note - MICU,1,,
Physician ,1,ICU Fellow Progress Note -attending addendum-MICU,1,,
Physician ,1,ICU Fellow Progress Note -attending addendum- MICU,1,,
Physician ,1,ICU Fellow Progress Note - attending addendum-MICU,1,,
Physician ,1,ICU Fellow Progress Note - attending addendum MICU,1,,
Physician ,1,ICU Fellow Progress Note - MICU atending addendum,1,,
Physician ,1,ICU Fellow Note,1,,
Physician ,1,ICU Fellow Admission Note -attending addendum- MIC,1,,
Physician ,,Intubation,1,,
Physician ,,LP,1,,
Physician ,1,ICU Event and Death NOte,1,,
Physician ,1,MICU Attending Event Note - Family Meeting,1,,
Physician ,1,MICU Resident Transfer Note,1,,
Physician ,1,MICU Resident Daily Progress Note,1,,
Physician ,1,MICU Resident / Attending Admission Note,1,,
Physician ,1,MICU RESIDENT RE-ADMIT NOTE,1,,
Physician ,1,MICU Overnight Intensivist Fellow Admission,1,,
Physician ,1,MICU MS-IV/Attending Progress Note,1,,
Physician ,1,MICU Attg Update,1,,
Physician ,1,MICU Attenidng Addendum,1,,
Physician ,1,MICU Attending Readmission Note,1,,
Physician ,1,MICU Attending Progress Note - Family Meeting,1,,
Physician ,1,MICU Attending Progress NOte,1,,
Physician ,1,MICU Attending Progress / Family Meeting Note,1,,
Physician ,1,MICU Attending Note - Phone Call,1,,
Physician ,1,MICU Attending Critical Care note,1,,
Physician ,,Lumbar Puncture,1,,
Physician ,1,MICU Attending Critical Care Note,1,,
Physician ,1,MICU Attending Admit note,1,,
Physician ,1,MICU Attending Addendum to Admission Note,1,,
Physician ,1,MICU Attending Addendum and Event NOte,1,,
Physician ,1,MICU Attending Addendum and  Event Note,1,,
Physician ,1,MICU Attending Accept Note,1,,
Physician ,1,MICU Attending - Family Meeting,1,,
Physician ,1,MICU ATTENDING Note,1,,
Physician ,1,MICU ADMISSION NOTE,1,,
Physician ,1,MICU - Resident/Attending Progress Note,1,,
Physician ,1,MICU  staff progress note,1,,
Physician ,1,MICU,1,,
Physician ,,Lumbar Puncture Procedure Note,1,,
Physician ,1,ICU Fellow Admission Note - MICU attednign addendu,1,,
Physician ,1,ICU Event Note- Family Meeting,1,,
Physician ,1,"Consult-Cardiology, CVI",1,,
Physician ,1,Critical care attending progress note,1,,
Physician ,,ERROR; WRONG PATIENT,1,,
Physician ,,ERROR,1,,
Physician ,1,EPS Progress Note,1,,
Physician ,1,EP staff HVMA,1,,
Physician ,1,EP H&P,1,,
Physician ,1,EP Follow-up,1,,
Physician ,1,EP Fellow Progress Note,1,,
Physician ,1,EP Consultation,1,,
Physician ,,Dialysis Catheter Insertion,1,,
Physician ,1,Critical care staff admit note,1,,
Physician ,1,Critical care staff admission note,1,,
Physician ,1,Critical care progress note,1,,
Physician ,1,Critical care atttending,1,,
Physician ,1,Critical care attending admit/addendum,1,,
Physician ,1,Event Note,1,,
Physician ,1,Critical care attending admit,1,,
Physician ,1,Critical care attending admission note,1,,
Physician ,1,Critical care attending Progress note,1,,
Physician ,1,Critical care attending PN,1,,
Physician ,1,Critical Care note,1,,
Physician ,1,Critical Care attendign note and addendum,1,,
Physician ,1,Critical Care attendign note,1,,
Physician ,1,Critical Care admission note,1,,
Physician ,1,Critical Care Note Addendum,1,,
Physician ,1,Critical Care Attending note,1,,
Physician ,1,Critical Care Attending Admit Note,1,,
Physician ,1,Critical Care Attending - Brain Death Note,1,,
Physician ,1,Crit care attending admit note,1,,
Physician ,1,Electrophysiology Note,1,,
Physician ,1,Event note,1,,
Physician ,1,ICU Event Note- Death Note,1,,
Physician ,1,ICU Attending Note Admission Note,1,,
Physician ,1,ICU Event Note --Family Note,1,,
Physician ,,ICU Event Note - sputum cytology,1,,
Physician ,,ICU Event Note - intubation,1,,
Physician ,,ICU Event Note - bleeding,1,,
Physician ,,ICU Event Note - Line Removed,1,,
Physician ,1,ICU Event Note - Death,1,,
Physician ,1,ICU Critical Care Note,1,,
Physician ,1,ICU Atttending Note,1,,
Physician ,1,ICU Attending/Resident Note,1,,
Physician ,1,ICU Attending addendum,1,,
Physician ,1,ICU Attending Update Note,1,,
Physician ,1,ICU Attending Progress Report,1,,
Physician ,1,ICU Attending Progress Note - family meeting,1,,
Physician ,,ICU Attending Note - Reintubation,1,,
Physician ,1,FICU resident progress note/MICU staff addendum,1,,
Physician ,1,ICU Attending Daily Note,1,,
Physician ,1,ICU Attending Attending,1,,
Physician ,1,ICU Atteding Note,1,,
Physician ,1,ICU - Family Meeting,1,,
Physician ,,IABP Removal,1,,
Physician ,1,Hypotension- Attg Critical Care,1,,
Physician ,,HCP Phone number,1,,
Physician ,,Fem Line Removal,1,,
Physician ,1,Fellow Admission Addendum,1,,
Physician ,1,Fellow Addendum,1,,
Physician ,1,Fellow / Attending notes,1,,
Physician ,1,Family mtg,1,,
Physician ,1,Family discussion,1,,
Nursing,1,Nursing 0100-0700,1,,
Nursing,1,Nursing  note,1,,
Radiology,,P CAROTID SERIES LMTD PORT,1,,
Nursing,1,Nursing,1,,
General,1,Cardiac Arrest Consult Service,1,,
General,,CVL and Art line procedure notes,1,,
General,,CVL Procedure Note,1,,
General,1,CVICU Note,1,,
General,1,CVI Note,1,,
General,1,CODE STATUS/ Family discussion,1,,
General,1,CMO,1,,
General,1,CCU team addendum,1,,
General,1,CCU Resident Transfer Note,1,,
General,1,CCU Admission Note,1,,
General,,Bronchoscopy Note,1,,
General,,Bronchcopscopy,1,,
General,1,Brief Death Note,1,,
General,,Bedside PEG insertion note,1,,
General,1,Attg Progress Note,1,,
General,1,Attending Brief Note,1,,
General,1,Attending Admission Note,1,,
General,1,Attendinding Progress Note,1,,
General,,Arterial Line Placement,1,,
General,1,Admission addendum,1,,
General,1,Admission Note,1,,
General,1,Addendum to admission note,1,,
General,1,Addendum to Admission Note,1,,
General,1,Addendum,1,,
General,,A-line insertion,1,,
General,,A-Line Attempt,1,,
General,,--error--,1,,
Consult,1,Post-Arrest Consult Service,1,,
Consult,1,Generic Note,1,,
General,1,Cardiology Addendum to Admission Note,1,,
General,1,Cardiology Felllow Procedure Note,1,,
General,1,Cardiology Fellow,1,,
General,1,Case Management Initial Assessment,1,,
General,1,Death  Note,1,,
General,1,Critical care admit note,1,,
General,1,Critical Care note,1,,
General,1,Critical Care Staff Addendum,1,,
General,1,Critical Care Staff,1,,
General,1,Critical Care Event Note,1,,
General,1,Contact info,1,,
General,,Computer error - blank note.,1,,
General,1,Comfort measures only,1,,
General,1,Code status and goals of care,1,,
General,1,Code discussion,1,,
General,1,Code Note,1,,
General,1,Code Discussion,1,,
General,1,Case Management Discharge Planning,1,,
General,1,Cardiology Fellow Addendum to Admission note,1,,
General,1,Cards Fellow Admit Note addendum,1,,
General,1,Cardiology follow-up attending note,1,,
General,1,Cardiology fellow/attending,1,,
General,1,Cardiology fellow addendum to admission note,1,,
General,1,Cardiology fellow Addendum,1,,
General,1,Cardiology fellow,1,,
General,1,Cardiology Fellow Admit,1,,
General,1,Cardiology Fellow Admission Note Addendum,1,,
General,1,Cardiology Fellow Addendum to housestaff H&P,1,,
General,1,Cardiology Fellow Addendum to admission note,1,,
General,1,Cardiology Fellow Addendum to Resident H&P,1,,
General,1,Cardiology Fellow Addendum to Housestaff admission,1,,
General,1,Cardiology Fellow Addendum to H. Officer Admission,1,,
Consult,1,GI  Consult Progress Note,1,,
Consult,1,Electrophysiology Consultation,1,,
Consult,1,EP follow-up note,1,,
Case Management ,1,Case Management Discharge Planning Assessment,1,,
Case Management ,1,Discharge Note - Hospice,1,,
Case Management ,1,Discahrge Planning Note,1,,
Case Management ,1,Discahrge Plan,1,,
Case Management ,1,Dicharge Planning,1,,
Case Management ,1,Dc Plan,1,,
Case Management ,1,DISCHARGE PLAN,1,,
Case Management ,1,Case Mangement Planning,1,,
Case Management ,1,Case Mangement Initial Assessment,1,,
Case Management ,1,Case Management Initial Discharge Planning Note,1,,
Case Management ,1,Case Management Initial Assessment.,1,,
Case Management ,1,Case Management ICU Note,1,,
Case Management ,1,Case Management Follow-up,1,,
Case Management ,1,Case Management Discharge Planning update,1,,
Case Management ,1,Case Management Discharge Note,1,,
Case Management ,1,Discharge Plan - Fianl,1,,
Case Management ,1,Case Management Assessment and Dishcarge Planning,1,,
Case Management ,1,Case Management Assessment and Discharge Planning,1,,
Case Management ,1,Case Management Assessment Note,1,,
Case Management ,1,Case Management Assessment & Preliminary Dishcarge,1,,
Case Management ,1,Case Management Assessment & D/C Planning,1,,
Case Management ,1,Case Management Assessment & D/C Plan,1,,
Case Management ,1,Case Management - Initial Assessment,1,,
Case Management ,1,Case Management - Discharge Plan,1,,
Case Management ,1,Assessment and Initial Discharge Planning Note,1,,
Case Management ,1,Assessment and Dishcarge Planning,1,,
Case Management ,1,Assessment and Discharge Planning,1,,
Case Management ,1,Assessment and Discharge Plan,1,,
Case Management ,1,Assessment & Initial Discharge Planning Note,1,,
Case Management ,1,Discharge Plan - Delay,1,,
Case Management ,1,Discharge Plan - Final Update,1,,
Consult,1,EP Consult follow-up,1,,
Case Management ,1,LTACH Discharge Plan,1,,
Consult,1,EP Consult Note,1,,
Consult,1,Critical Care Consult,1,,
Consult,1,Cardiologyl Consult Note,1,,
Consult,1,Cardiology Weekend Consult Progress Note,1,,
Consult,1,Cardiology Weekend Consult Attending Progress Note,1,,
Consult,1,Cardiology Consult follow-up,1,,
Consult,1,Cardiology,1,,
Case Management ,1,Transition to Inpatient Hospice Benefit,1,,
Case Management ,1,RNCM Initial Assessment,1,,
Case Management ,1,Preliminary Discharge Planniing,1,,
Case Management ,1,Patient Assessment Note,1,,
Case Management ,1,Nursing Transfer Note,1,,
Case Management ,1,Nursing Progress Note,1,,
Case Management ,1,LTAC Denial Clarification,1,,
Case Management ,1,Discharge Plan - Home with Hospice Services,1,,
Case Management ,1,Initial Patient Assessment - Case Management,1,,
Case Management ,1,Initial Discharge Planning,1,,
Case Management ,1,Initial Assessment & Family Contact,1,,
Case Management ,1,Initial Assessment & Discharge Planning,1,,
Case Management ,1,Initial Assessment & Discharge Plan,1,,
Case Management ,1,Hospice Referral,1,,
Case Management ,1,Generic Note,1,,
Case Management ,1,Dishcarge Planning Note,1,,
Case Management ,1,Discharge Pplanniing Update,1,,
Case Management ,1,Discharge Plan Update,1,,
Case Management ,1,Discharge Plan Note - Final,1,,
Case Management ,1,Discharge Plan - LTACH Transfer,1,,
Case Management ,1,Discharge Plan - Hospice,1,,
General,1,Death Certificate,1,,
General,1,Death note/Event note,1,,
General,1,Discharge Planning Note,1,,
General,,Rectus Sheeth block note,1,,
General,1,Speech Therapy,1,,
General,1,Speech & Swallowing Follow-Up Note,1,,
General,1,Speech & Swallow Evaluation,1,,
General,1,Speech & Swallow Consult; Bedside Swallow Eval,1,,
General,,Right knee aspiration,1,,
General,1,Respiratory CAre,1,,
General,1,Resident/Attending Progress Note - MICU,1,,
General,1,Resident/Attending Admission H&P,1,,
General,1,Resident Procedure Note,1,,
General,1,Resident MICU progress note,1,,
General,1,Resident H&P,1,,
General,1,Resident Daily Progress Note,1,,
General,1,Resident Admission/Observation Note,1,,
General,,RIJ TLC Insertion Note,1,,
General,1,Telephone contact,1,,
General,1,RESPIRATORY CARE:,1,,
General,1,Pt/Rehab Services,1,,
General,,Procedure note,1,,
General,,Procedure Note- Arterial Line Placement,1,,
General,1,Pre-Op Risk Assessment,1,,
General,1,Post-cath check,1,,
General,1,Post Cath Note,1,,
General,1,Physician Resident Transfer Off-Service Note,1,,
General,1,Physician Progress Note,1,,
General,1,Physical Therapy/Rehabilitation Services,1,,
General,1,Physical Therapy. Rehab Services,1,,
General,1,Physical Therapy Contact Note.,1,,
General,1,Phone conversation with NSY,1,,
General,1,Telephone Call,1,,
General,1,Trauma SICU admission note,1,,
General,,Paracentesis Procedure Note,1,,
General,1,meeting with attorney,1,,
Nursing,1,MICU/CCU Nursing Admission Note,1,,
Nursing,1,ICU Note - CVI,1,,
Nursing,,ICU Event Note intubation,1,,
Nursing,1,Case Management Continued Stay Review,1,,
Nursing,1,CCU nursing Progress,1,,
Nursing,1,Addendum to transfer Note,1,,
Nursing,1,Accept Note - MICU,1,,
General,,steroid dose clarification,1,,
General,1,social work,1,,
General,,micu staff pn/bronchoscopy note,1,,
General,1,micu staff note,1,,
General,1,micu staff admission note,1,,
General,1,micu attending admission note,1,,
General,1,event note: afib w rvr and hypotn,1,,
General,,Vascular Consult Note,1,,
General,1,discussion with daughter,1,,
General,1,critical staff PN,1,,
General,1,critical care staff pn,1,,
General,1,critical care progress note,1,,
General,1,critical care note,1,,
General,1,critical care family mtg note,1,,
General,1,critical care attending pn,1,,
General,1,critical care attending  PN,1,,
General,1,critical care admit note,1,,
General,1,cardiology follow up,1,,
General,1,call to HCP,1,,
General,1,attending critical care note,1,,
General,1,attending,1,,
General,1,Phone call to wife,1,,
General,1,Pallliative Care Consult Follow up,1,,
General,1,Discussion with PCP,1,,
General,1,ICU Death Note,1,,
General,1,ICU attending,1,,
General,1,ICU Staff Addendum,1,,
General,1,ICU Resident admission note,1,,
General,,ICU Procedure note,1,,
General,1,ICU Physician Progress Note,1,,
General,1,ICU Family Meeting Note,1,,
General,1,ICU Family Meeting,1,,
General,,ICU Event Note: Line Placement,1,,
General,1,ICU Event Note death,1,,
General,1,ICU Event Note -- death note,1,,
General,1,ICU Event Note -- Family Meeting / CMO,1,,
General,1,ICU Event Note -- Family Meeting,1,,
General,,ICU Event - Intubation,1,,
General,1,ICU Attending note,1,,
General,1,"Info from pt''s PCP re pre-hosp course, social wor",1,,
General,1,ICU Attending Admission Physician Note,1,,
General,1,ICU Attending  Note,1,,
General,1,ICU Attending,1,,
General,1,ICU Attdg Admit Note,1,,
General,1,ICU Attdg Admit,1,,
General,1,ICU Atending Event Note,1,,
General,1,ICU Admission Note,1,,
General,1,HCP discussion,1,,
General,,Flumazenil Challenge,1,,
General,1,Family mtg (MICU / Neurology),1,,
General,1,Electrophysiology Note,1,,
General,1,Electrophysiology F/U,1,,
General,1,Discussion with family,1,,
General,1,Infection control,1,,
General,1,Intesivist Note Surgical Critical Care,1,,
General,1,PGYI progess note,1,,
General,1,MICU attending admit note,1,,
General,1,PGY1 Progress note,1,,
General,1,PGY1 Procedure Note,1,,
General,1,PGY1 CCU Team Progress Note,1,,
General,1,PGY-1 Progress Note,1,,
General,1,PGY 1 progress note,1,,
General,1,PCP correspondence,1,,
General,,PARACENTESIS,1,,
General,,Medication rec,1,,
General,,Medication Confirmation,1,,
General,,MRI Consent,1,,
General,1,MICU staff admit note,1,,
General,1,MICU attending procedure note,1,,
General,1,MICU attending pn,1,,
General,1,MICU attending admission note,1,,
General,,LP,1,,
General,1,MICU attending Progress Note,1,,
General,1,MICU attending Addendum,1,,
General,1,MICU attending -critical care note,1,,
General,1,MICU attend brief note,1,,
General,1,MICU Overnight Fellow Admission,1,,
General,1,MICU Attg Admit Addendum,1,,
General,1,MICU Attendning Addendum,1,,
General,1,MICU Attending NOte,1,,
General,1,MICU Attending Arrest Notice,1,,
General,1,MICU Attending Admit Addendum,1,,
General,1,MICU Attdg Admit Note,1,,
General,1,MICU Admission,1,,
General,,Line placement Note,1,,
Physician ,1,MICU Resident/Attending Daily Progress Note,1,,
Physician ,1,MICU Resident/Attending Transfer Note,1,,
Physician ,1,MICU Staff,1,,
Physician ,1,MICU attending,1,,
Radiology,,LOC FOR PLEURAL ASP W/O RADIOLOGIST,1,,
Radiology,,LO UPPER EXTREMITY FLUORO LEFT IN O.R.,1,,
Radiology,,LO SHOULDER 1 VIEW LEFT IN O.R.,1,,
Radiology,,LO KNEE( (SINGLE VIEW) LEFT IN O.R.,1,,
Radiology,,LO KNEE 2 VIEW PORTABLE LEFT IN O.R.,1,,
Radiology,,LO ANKLE 1 VIEW LEFT IN O.R.,1,,
Radiology,,LL UPPER EXTREM VEINS US LEFT LEFT,1,,
Radiology,,LIVER/SPLEEN SCAN,1,,
Radiology,,LIVER/LUNG SCAN,1,,
Radiology,,LIVER BLOOD POOL STUDY,1,,
Radiology,,LEVEEN SHUNT,1,,
Radiology,,L WERTHEIMER MAMMO NEEDLE LOC LEFT,1,,
Radiology,,"L US UPPER EXTREMITY, SOFT TISSUE LEFT",1,,
Radiology,,L US MSK HAND/FINGER LEFT,1,,
Radiology,,L US MSK FOOT/TOE LEFT,1,,
Radiology,,L US MSK ASPIRATE/INJ GANGLION CYST LEFT,1,,
Radiology,,L US CHEST WALL SOFT TISSUE LEFT,1,,
Radiology,,L US BREAST BX WITH CLIP PLACEMENT LEFT,1,,
Radiology,,L THYROID BIOPSY BY RADIOLOGIST LEFT,1,,
Radiology,,L THY BX BY MCARDLE LEFT,1,,
Radiology,,L PELVIS WITH JUDET VIEWS LEFT,1,,
Radiology,,L NEPHROSTOGRAM LEFT,1,,
Radiology,,L MR UPPER XT-JT W/O CONTRAST LEFT,1,,
Radiology,,L MR LOWER EXT-JOINT W/O CONTRAST LEFT,1,,
Radiology,,L MR LOWER EXT (NOT JT) W&W/O CONTRAST LEFT,1,,
Radiology,,L MR HIP W/CONTRAST LEFT,1,,
Radiology,,L MR HIP W/ ARTHROGRAM LEFT,1,,
Radiology,,L MR HAND W/O CONTRAST LEFT,1,,
Radiology,,"L MR FOOT W/O C, LEX LEFT",1,,
Radiology,,LOO HUMERUS (AP & LAT) LEFT IN O.R. IN O.R.,1,,
Radiology,,"LOP ELBOW, AP & LAT VIEWS LEFT IN O.R. PORT",1,,
Radiology,,LOP FEMUR (AP & LAT) LEFT IN O.R. PORT,1,,
Radiology,,LP UNILAT BREAST US LEFT PORT,1,,
Radiology,,MR BREAST CAD,1,,
Radiology,,MR ANGIO SPINE W&W/O CONTRAST,1,,
Radiology,,MR ABDOMEN,1,,
Radiology,,METASTATIC SURVEY (ROUTINE),1,,
Radiology,,MAMMO NEEDLE LOC,1,,
Radiology,,LYMPHANGIOGRAPHY UNILAT EXT,1,,
Radiology,,LUMBAR-SACRAL MYELOGRAM,1,,
Radiology,,LPO TIB/FIB (AP & LAT) LEFT PORT IN O.R.,1,,
Radiology,,LPO SHOULDER 1 VIEW LEFT PORT IN O.R.,1,,
Radiology,,"LPLP ELBOW (AP, LAT & OBLIQUE) LEFT PORT LEFT PORT",1,,
Radiology,,LP VENOUS DUP UPPER EXT UNILATERAL LEFT PORT,1,,
Radiology,,LP VENOUS DUP EXT UNI (MAP/DVT) LEFT PORT,1,,
Radiology,,LP US MAJOR JOINT ASP./INJ. LEFT PORT,1,,
Radiology,,"LP TOE(S), 2+ VIEW LEFT PORT",1,,
Radiology,,LOP FOREARM (AP & LAT) LEFT IN O.R. PORT,1,,
Radiology,,LP SCAPULA LEFT PORT,1,,
Radiology,,"LP RIB UNILAT, W/ AP CHEST LEFT PORT",1,,
Radiology,,LP HIP 1 VIEW LEFT PORT,1,,
Radiology,,LP HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) LEFT PORT,1,,
Radiology,,"LP HAND, AP & LAT. VIEWS LEFT PORT",1,,
Radiology,,LP CHEST WALL U.S. SCAN LEFT PORT,1,,
Radiology,,LP CHEST U.S. LEFT PORT,1,,
Radiology,,LP ANKLE/FOOT (AP & LAT) SOFT TISSUE LEFT PORT,1,,
Radiology,,LP ABDOMEN (LAT DECUB ONLY) LEFT PORT,1,,
Radiology,,"LOP KNEE (AP, LAT & OBLIQUE) LEFT IN O.R. PORT",1,,
Radiology,,LOP HUMERUS (AP & LAT) LEFT IN O.R. PORT,1,,
Radiology,,LOP HIP UNILAT MIN 2 VIEWS LEFT IN O.R. PORT,1,,
Radiology,,"LOP HAND (AP, LAT & OBLIQUE) LEFT IN O.R. PORT",1,,
Radiology,,L MR CALF W/CONTRAST LEFT,1,,
Radiology,,L MR ARM W&W/O CONTRAST LEFT,1,,
Radiology,,L MAMMOTOME CLIP PLACEMENT LEFT,1,,
Radiology,,ENDO STENT GRAFT THORACIC ANEURYSM W/SUB,1,,
Radiology,,GUIDANCE FOR DRAINAGE/SPECIMEN COLLECTION,1,,
Radiology,,GUIDANCE FOR AMNIO-PERI,1,,
Radiology,,FLUORO S&I PERC VERTEBRO/KYPHOPLASTY,1,,
Radiology,,FLUORO GUID FOR SPINE INJ,1,,
Radiology,,FLUOR GUID FOR SPINE INJ,1,,
Radiology,,FISTUOGRAM/SINOGRAM W/DR. FISCHER,1,,
Radiology,,"FINGER(S),2+VIEWS",1,,
Radiology,,"FETAL REDUC, MULTI GESTATION",1,,
Radiology,,FEMUR (AP & LAT),1,,
Radiology,,F-18 BONE SCAN,1,,
Radiology,,EXCHG INF CATH,1,,
Radiology,,ERCP(SURG) (43260),1,,
Radiology,,ENTEROCLYSIS,1,,
Radiology,,EMERG. LOWER EXT VEINS,1,,
Radiology,,HEPATIC VENOGRAM NO PRESSURES,1,,
Radiology,,"ELBOW, AP & LAT VIEWS",1,,
Radiology,,DISCONTINUED PROCEDURE AFTER ANESTHESIA,1,,
Radiology,,DECLOT W/THROMB AGNT IMPLT VAD/VAC,1,,
Radiology,,CYBER-INS URINARY SYST,1,,
Radiology,,CYBER-INS MARKER PANCREAS,1,,
Radiology,,CYBER-FLUOR GUID NEEDLE PLMT,1,,
Radiology,,"CYBER-CT GUID-NEEDL PLMT,MAR",1,,
Radiology,,CYBER-CT GUID MARKER NON-NEEDLE,1,,
Radiology,,CYBER US GUID-NEEDL PLMT MAR,1,,
Radiology,,CTU W& W/O CONTRAST,1,,
Radiology,,CT STEREOTAXIS ABDOMINAL W/CONTRAST,1,,
Radiology,,CT SPINAL DRAINAGE,1,,
Radiology,,CT SINUS/MANDIBLE/MAXILLOFACIAL W & W/O CONTRAST,1,,
Radiology,,GUIDANCE FOR NEEDLE PLACEMENT,1,,
Radiology,,"INJ DISK, EA LEVEL LUMBAR",1,,
Radiology,,L LOWER EXT. VENOGRAM LEFT,1,,
Radiology,,L ART DUP LOW EXT LEFT,1,,
Radiology,,L LOWER EXT INFANT 2+ VIEWS LEFT,1,,
